"Fraction_1" "Fraction_2" "Fraction_3" "Fraction_4" "Fraction_5" "Fraction_6" "Fraction_7" "Fraction_8" "Fraction_9" "Fraction_10" "Fraction_11" "Fraction_12" "Fraction_13" "Fraction_14" "Fraction_15" "Fraction_16" "Fraction_17" "Fraction_18" "Fraction_19" "Fraction_20" "Fraction_21" "Fraction_22" "Fraction_23" "Fraction_24" "Fraction_25"
"HSP7C_HUMAN_Rep_2" 0 0 2857121.45153594 547299.842835645 7320225.90517491 41479150.9653442 10604348.4409345 7851743.67614988 8915760.83702817 7770653.04781156 11623642.5916337 14860392.8556103 11321419.6628918 10171079.0471578 6605696.50269121 6331435.99802851 2744382.7046058 2947114.10864335 2447689.88414529 3177511.10061 484964.556584735 149046.927022271 265562.797344877 1064897.46605884 1819485.12079389
"HSP7C_HUMAN_Rep_3" 0 68289.501275055 2141212.89050045 358159.779253216 4773728.44843984 4185710.47842471 4181229.96475941 2584753.94416679 2770214.36398287 1415971.40815004 2885706.7796945 2412552.65502968 3710184.39009748 5556422.59218676 2737254.20766767 4424326.20059792 2017222.29705313 2669263.7019961 963484.069472406 1433670.84421535 328120.973690374 486639.676160304 204074.485001281 572055.543100456 4320053.07116641
"HSP7E_HUMAN_Rep_1" 0 0 0 0 0 60587.0275729043 73739.8348126311 0 123400.711926302 90123.0998796782 69004.9920471487 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HSP7E_HUMAN_Rep_2" 0 0 0 0 0 26775.0125819114 69026.9568078798 0 160855.965135561 113387.807679555 81296.1014693332 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HSP7E_HUMAN_Rep_3" 0 0 0 0 0 62413.1306702952 83488.5197820116 0 114430.416731271 63764.6463987777 55951.9521409505 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HSPB1_HUMAN_Rep_1" 493243.208567313 2231799.51389311 1636470.80790316 1272380.11693237 934152.520789214 741683.656318585 1254056.60843605 1156476.26430545 995690.575849431 1591367.96038622 1167444.58397319 935099.764688665 984742.983569333 1117414.17083803 1264279.73560629 720442.438108699 687901.816450918 579802.543507772 712528.748496861 612141.948367033 534656.410381919 825672.832372165 490499.642714353 684511.553227609 705413.948739861
"HSPB1_HUMAN_Rep_2" 389644.980225474 1959238.08881729 1639081.4577795 1668290.83769743 952698.3699409 451710.895796355 1152580.89179958 1185713.5190826 921267.06614815 1499032.40904729 968933.535076931 1047037.2620839 926130.667585002 1271628.13305524 1356066.18792729 686475.350110218 649638.613982663 525072.109484833 570803.030570515 422950.405600183 362762.675068987 709339.016536832 380366.796773187 620903.063441202 493663.199172318
"HSPB1_HUMAN_Rep_3" 593306.49083351 2750128.18787869 2426122.14437456 2175460.6130389 1280276.50480892 664332.295433451 1374747.02031482 1554792.11121628 1852613.68075197 2533583.77842515 2071528.97758087 1480431.8891404 1342155.60206362 1144404.06261193 1170730.91096645 709155.247386939 592342.495628784 521943.754537449 622692.505218677 455497.353978654 485373.151693299 894122.34553081 503995.769943761 618624.108655697 585178.624799255
"HSPB8_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 57080.5658511771 38269.3652062882 0 0 34453.3504568996 0 0 0 0 0 0 0 0 0 0 0
"HSPB8_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 62840.3166462347 41656.0023986406 0 0 37140.6814889733 0 0 0 0 0 0 0 0 0 0 0
"HSPB8_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 44969.1239208841 40621.3064350586 0 0 23664.6107517526 0 0 0 0 0 0 0 0 0 0 0
"HTAI2_HUMAN_Rep_1" 0 179938.4520156 249099.797115244 635021.844127763 256062.182206013 134600.145055909 153760.722171255 115993.105733879 198726.401562086 131660.50087959 260842.766578176 189807.029041887 0 59224.6356122691 68238.1071694798 0 0 58604.0128323529 95833.2115157463 58769.0412207687 0 0 0 0 0
"HTAI2_HUMAN_Rep_2" 0 545072.574447124 568074.837329966 826090.62071158 317436.009621243 98318.0903688306 103173.361611941 103000.41536971 107068.782961099 115167.565673513 257007.675272423 172886.106895716 0 55593.3195751454 62351.0780525986 0 0 43283.1092781302 69393.4400715994 58156.8749639144 0 0 0 0 0
"HTAI2_HUMAN_Rep_3" 0 293569.796530362 206713.537221814 636238.311839828 236350.754158695 110368.779896249 130974.288363584 121862.40129616 155559.434279073 121652.606968824 278358.421974781 200626.65724662 0 65248.5973084308 80129.1639623122 0 0 52982.7251958752 87404.9819184825 48784.6902935402 0 0 0 0 0
"HTR5A_HUMAN_Rep_1" 0 0 0 0 0 0 0 153543.565285332 53007.828661075 32355.4491999311 0 0 0 0 0 0 0 0 0 0 0 245582.453589345 878177.250336696 0 256346.768490854
"HTR5A_HUMAN_Rep_2" 0 0 0 0 0 0 0 104156.180621738 54375.0397787005 41974.5960282709 0 0 0 0 0 0 0 0 0 0 0 214015.556206963 711254.76371185 0 186554.345057727
"HTR5A_HUMAN_Rep_3" 0 0 0 0 0 0 0 170593.29129778 49639.2356573683 40412.8413709832 0 0 0 0 0 0 0 0 0 0 0 266249.007768852 948931.808524092 0 312031.602881381
"HTR5B_HUMAN_Rep_1" 0 0 0 0 0 0 0 173694.430832515 215469.421612625 171579.561580803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HTR5B_HUMAN_Rep_2" 0 0 0 0 0 0 0 166175.041381413 219486.712398092 190994.712235808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HTR5B_HUMAN_Rep_3" 0 0 0 0 0 0 0 199050.911613933 253609.751639236 197978.223707548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HTRA2_HUMAN_Rep_1" 0 0 0 18486.9919055438 263065.22741936 222194.600597869 96077.8701393633 32001.433795723 18519.3554279612 0 0 11744.1312632421 0 0 0 0 0 0 0 0 0 0 0 0 0
"HTRA2_HUMAN_Rep_2" 0 0 0 28427.1199353556 308688.820937364 157808.312382779 99137.0626042237 30658.5923777016 13849.8297631545 0 0 6756.48524658639 0 0 0 0 0 0 0 0 0 0 0 0 0
"HTRA2_HUMAN_Rep_3" 0 0 0 40221.2457060235 228502.279657784 263809.857992285 106296.044342117 30191.8115171251 21082.6362234863 0 0 9225.51991645694 0 0 0 0 0 0 0 0 0 0 0 0 0
"HTSF1_HUMAN_Rep_1" 0 0 0 0 277573.994641112 109582.193364754 109286.145460084 0 0 0 38550.0076867107 271436.200323173 386896.523769709 0 0 0 0 0 0 0 0 0 0 0 0
"HTSF1_HUMAN_Rep_2" 0 0 0 0 128714.970197155 106521.989819512 83192.2716388565 0 0 0 25216.7907362072 368264.771128456 592377.207834615 0 0 0 0 0 0 0 0 0 0 0 0
"HTSF1_HUMAN_Rep_3" 0 0 0 0 140074.036493412 105759.013398609 82227.9150610459 0 0 0 42274.8861364254 391057.480150296 622514.432498754 0 0 0 0 0 0 0 0 0 0 0 0
"HUWE1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 264314.169343814 4742233.93404834 6449712.82450737 3020851.04532638 3017887.65819859 700168.52154876 124397.293360028 0 0 0 0 0 0 0 0 0 0
"HUWE1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 412263.46468472 5681379.26610026 6181103.58699307 3261517.68104034 2532109.44650067 652731.86194937 166031.261092845 0 0 0 0 0 0 0 0 0 0
"HUWE1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 870959.112817917 5171510.95198946 6090393.28779885 3167264.27462419 2584092.03638789 576806.267003135 178540.284710912 0 0 0 0 0 0 0 0 0 0
"HXK1_HUMAN_Rep_1" 0 0 0 0 1243539.75917237 1514646.93966541 1290881.36340702 311948.966584853 279100.058041332 0 0 184563.395474136 33098.0574802553 0 40867.4390370941 0 0 0 0 0 0 0 0 0 0
"HXK1_HUMAN_Rep_2" 0 0 0 0 1269850.49514238 1128247.61517615 1209681.22955846 255133.287346688 244837.326325312 0 0 126949.272256829 17422.0099867539 0 47079.1868073526 0 0 0 0 0 0 0 0 0 0
"HXK1_HUMAN_Rep_3" 0 0 0 0 1463056.308767 1194847.22633155 1141049.14867482 197761.114236604 233793.649181404 0 0 135923.420175313 16278.3923044285 0 29315.9809984906 0 0 0 0 0 0 0 0 0 0
"HYEP_HUMAN_Rep_1" 0 0 0 0 0 326354.608615631 1201946.10611863 1966719.45225157 2514555.77679911 3563968.62885604 4578481.60917885 4547936.49406088 3695334.32485056 3943522.31904879 3581612.20380993 4903851.88964745 3077828.3613714 3276342.67223848 3893760.04325638 1961394.78452741 3439223.17548594 2510352.68855468 964871.538104141 866963.099870495 2544854.12348626
"HYEP_HUMAN_Rep_2" 0 0 0 0 0 209083.60325696 2082601.38422152 3052993.37575039 3510690.38215061 4431327.23296288 5020559.24055631 4626618.30236677 2976500.60844531 3913064.10988786 2949158.64933858 4062172.3801755 2168359.11975385 2084687.85239641 2397224.1784858 1533785.88697052 1745367.58759607 1647654.51809827 825867.514212031 531961.610457642 1790751.48386481
"HYEP_HUMAN_Rep_3" 0 0 0 0 0 303612.422652116 1040933.50683775 2040459.45093406 2073115.79535921 3342416.48266424 3493712.62116103 3298173.24991399 2927433.22087214 3920951.64328533 2928293.63409464 3886018.74194626 2438930.61018414 2600896.19401014 2883810.0155596 1727823.40211973 2785099.82137772 1962937.39896748 1011159.49482656 904383.452580821 1818070.51707545
"HYES_HUMAN_Rep_1" 0 0 0 0 0 46874.0160839967 195761.787039092 36609.499558009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HYES_HUMAN_Rep_2" 0 0 0 0 0 94295.2010819435 167595.030155776 29721.2224305468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HYES_HUMAN_Rep_3" 0 0 0 0 0 55234.8569970758 181942.795254918 40724.7659176197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HYOU1_HUMAN_Rep_1" 0 0 0 1075676.61930069 4698168.81825199 5449900.01652749 2584055.58891601 1207041.87142977 1020632.06687269 80952.5048537237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HYOU1_HUMAN_Rep_2" 0 0 0 934435.55251698 4428596.94826797 4453492.88423124 2397609.94949448 1160738.61045599 748510.859855785 98302.0791045868 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HYOU1_HUMAN_Rep_3" 0 0 0 875554.963554879 3182800.20040949 3567356.32074646 2154392.90806083 1106317.83768837 710329.503496117 81821.1269584058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HYPK_HUMAN_Rep_1" 0 0 0 0 0 0 256300.294597978 0 80123.0481962375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HYPK_HUMAN_Rep_2" 0 0 0 0 0 0 289348.660403543 0 34315.1442896305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HYPK_HUMAN_Rep_3" 0 0 0 0 0 0 335308.89274275 0 80413.7841736867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I20L2_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 99673.3477324498 125786.234601058 0 98318.299168481
"I20L2_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 96006.7206579992 132131.1523168 0 95976.9874693111
"I20L2_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56097.5292515014 121400.558913719 0 112341.523436014
"I2BP1_HUMAN_Rep_1" 0 119706.828275262 256389.233993452 168266.13193063 66046.222083869 53104.6417913137 72815.7419048689 1948.69171405942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I2BP1_HUMAN_Rep_2" 0 185262.126777008 248335.294885049 180190.572444287 67631.9144527558 63130.6794125027 65814.4333960487 2399.53732493109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I2BP1_HUMAN_Rep_3" 0 140074.68096811 381315.693770797 208339.115579347 80542.0204895085 61310.8240747777 67357.863643154 2284.58291817028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I2BP2_HUMAN_Rep_1" 0 88210.7606963207 175910.120655789 65143.0928862834 48439.4508881891 0 11435.1286285337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I2BP2_HUMAN_Rep_2" 0 71016.2798682001 246489.289551012 131206.344165213 36249.3789870147 0 12011.2121419778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I2BP2_HUMAN_Rep_3" 0 150285.881202783 375670.897895681 123505.742239292 84269.6526672958 0 19179.734461573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I2BPL_HUMAN_Rep_1" 0 0 0 261550.210213591 51976.780609031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I2BPL_HUMAN_Rep_2" 0 0 0 308261.862824751 66115.7942234709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"I2BPL_HUMAN_Rep_3" 0 0 0 357296.62809154 72739.1583654565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IAH1_HUMAN_Rep_1" 0 0 208673.73033439 631755.170699951 387756.616527801 126992.985762092 0 61102.725876005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IAH1_HUMAN_Rep_2" 0 0 175880.537073235 739533.128181042 299214.178427849 37805.5984995305 0 51840.7746206726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IAH1_HUMAN_Rep_3" 0 0 255222.632808713 1076237.60864454 468218.912660557 154469.012198362 0 65796.0818467498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IBP1_HUMAN_Rep_1" 0 157223.546134935 520472.010107829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IBP1_HUMAN_Rep_2" 0 128930.537061043 462091.293976848 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IBP1_HUMAN_Rep_3" 0 124541.279399001 666975.733303168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IBP4_HUMAN_Rep_1" 0 0 179407.185256209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IBP4_HUMAN_Rep_2" 0 0 409603.843345154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IBP4_HUMAN_Rep_3" 0 0 345472.630307619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IBTK_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42790.8820648102 31817.1298356299 0 0
"IBTK_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33724.6923077943 28485.1617810462 0 0
"IBTK_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21846.6121689712 27271.081484113 0 0
"ICAL_HUMAN_Rep_1" 0 8551.16560039389 886715.700082472 436598.475386732 875483.941420763 404789.423375239 354816.936245796 343155.169838721 79759.0694994867 25432.0758343614 18857.9086280908 11632.4695603514 3068.85038750988 26999.5961912522 0 14782.3088495605 0 0 0 0 0 0 0 0 0
"ICAL_HUMAN_Rep_2" 0 4865.51786005657 2095120.89921796 266155.800405918 1550186.35965614 3845646.81556356 1363257.97573533 355843.795509854 125536.812523883 142443.116789639 87829.7881483077 52264.6826494005 225973.717769367 0 23450.5517877114 0 0 0 0 0 0 0 0 0 11389.0236962388
"ICAL_HUMAN_Rep_3" 164767.791737914 1433369.60523603 2767646.19825722 256835.423440919 1031783.42136224 296307.981356518 548176.131211868 75892.8502250932 46930.4289911141 27810.7369725064 26896.9452483969 14747.1098368839 69994.7268961603 0 18727.646604914 0 0 0 0 0 0 0 0 0 45435.7226642095
"ICLN_HUMAN_Rep_1" 0 149899.398551885 136781.853404424 0 93580.5156827762 188258.5052448 0 0 0 0 223866.888894437 116494.421391908 144251.346440055 50837.7467586619 0 0 0 0 0 0 0 0 0 0 0
"ICLN_HUMAN_Rep_2" 0 221862.496811169 108432.830842712 0 56898.4219693635 108868.062365247 0 0 0 0 221529.376623814 66412.1331191345 153813.830920751 44231.089625844 0 0 0 0 0 0 0 0 0 0 0
"ICLN_HUMAN_Rep_3" 0 323558.014016087 90795.0122730553 0 100521.814394332 196423.066839805 0 0 0 0 219502.195315963 67138.1847298849 213703.235471825 44103.9350521112 0 0 0 0 0 0 0 0 0 0 0
"ICT1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 323124.46411762 1636949.06760287 728374.609986921 282933.967966777 385555.19263765 63966.6013670757 0 0
"ICT1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 361470.335767307 1634172.80558694 670291.843948929 271259.07045057 284278.868710806 75748.2361768181 0 0
"ICT1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 624997.454895291 1720484.85231594 817727.579745057 558972.79393231 381621.573065874 85389.3160353054 0 0
"IDE_HUMAN_Rep_1" 0 0 0 0 0 0 315282.435154317 3098446.83555456 3854594.06723037 1488092.29658774 412931.29675803 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDE_HUMAN_Rep_2" 0 0 0 0 0 0 374465.424907606 3422211.18077155 3759307.64479527 1338634.67484802 331204.117203844 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDE_HUMAN_Rep_3" 0 0 0 0 0 0 410930.222208035 2296308.34887327 2551449.44082453 1352186.194722 333868.95241579 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDH3A_HUMAN_Rep_1" 0 3891790.76792963 2143622.88751073 1567246.06938988 1015131.68667806 1172296.02178644 932083.184784176 483400.922666638 996108.256321112 825779.431361877 662259.984628144 600775.693297397 129928.137254672 40180.8471583753 36661.030050135 0 0 56155.834003258 0 0 73876.3004188798 0 0 0 0
"IDH3A_HUMAN_Rep_2" 0 5085859.2902208 2097785.23681347 1331647.65673065 1220969.14661483 780161.052199241 992911.428807159 514234.449786868 1272300.3320952 879730.661548349 613890.561058463 616147.864261281 120214.7557371 46274.4077741852 29632.9870877526 0 0 34372.3818151894 0 0 56678.1149382216 0 0 0 0
"IDH3A_HUMAN_Rep_3" 0 2097583.86812003 1298219.63064809 1392518.5722757 766319.388042851 887343.528589233 825000.740873991 401502.198131733 945718.944822443 708122.817603457 496214.044283027 442464.192841856 111319.366261199 16379.4717650327 15946.1125561372 0 0 18678.7448765146 0 0 31638.1200072857 0 0 0 0
"IDH3B_HUMAN_Rep_1" 0 940890.59023266 2106942.56547966 1505373.97665118 1585841.99865661 878417.025938369 583123.468998858 89221.6004464431 620195.831807933 433665.514164661 259506.373814259 80117.7184709562 83645.9322932894 95387.3980548069 0 33864.1498965815 0 45771.573084633 0 0 0 0 0 0 0
"IDH3B_HUMAN_Rep_2" 0 1337970.02626176 2037457.02125783 1668606.71213418 1401679.32256879 632152.556954994 580953.136619782 91750.8948389776 536429.006935023 599680.506616788 243688.313998481 77048.1486040834 92981.1373920231 93204.8116973771 0 25790.6874563321 0 39720.1807895078 0 0 0 0 0 0 0
"IDH3B_HUMAN_Rep_3" 0 885677.956285361 1595197.06880692 1138704.17790065 922769.840669226 712581.450391464 450154.020346742 102038.215606617 523945.020949304 423338.0190436 195802.054045315 56408.9421205968 50369.9990842674 70870.4077857286 0 37422.7634331128 0 37096.7003087434 0 0 0 0 0 0 0
"IDH3G_HUMAN_Rep_1" 0 1057367.98300732 1083779.17594347 579477.579055522 859921.618724437 279601.916084998 309717.033506817 302074.539951383 446058.876300114 686062.718907629 360523.599474115 124078.48425225 0 118816.560067979 0 0 0 0 0 0 0 0 0 0 0
"IDH3G_HUMAN_Rep_2" 0 1072896.9165115 919462.904213065 587881.811097157 868570.99642242 224553.708585967 307606.669637554 324749.493687281 474793.389159952 755400.888213342 404140.619555298 120839.375383303 0 114193.549728034 0 0 0 0 0 0 0 0 0 0 0
"IDH3G_HUMAN_Rep_3" 0 873848.877571947 674177.714247282 389680.780935161 629513.714277474 321089.958552128 236658.722586039 232855.328330649 393393.063574204 545931.224817489 307120.899407452 88462.2999271683 0 81514.3173680041 0 0 0 0 0 0 0 0 0 0 0
"IDHC_HUMAN_Rep_1" 0 0 0 427198.676682199 2559933.22371073 3439263.99093262 2865730.22410908 1898440.17902904 2243600.48795556 407552.031888742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDHC_HUMAN_Rep_2" 0 0 0 481653.238017985 2346038.58767922 3103876.04138544 2721883.47256959 1777002.58955427 1596277.83934007 381212.679996075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDHC_HUMAN_Rep_3" 0 0 0 504911.461018905 2358474.45172664 2984594.7133813 2207329.33406579 1669818.58641259 1608215.08377203 360197.239199202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDHP_HUMAN_Rep_1" 0 0 0 327759.839523657 85702.9505656978 589540.47044224 1446309.62165243 577245.664335876 457222.878621767 0 0 41679.2938678293 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDHP_HUMAN_Rep_2" 0 0 0 466609.717967745 98791.778076747 453880.461316706 1315926.12609393 562821.999296827 458910.502165099 0 0 49956.8222766418 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDHP_HUMAN_Rep_3" 0 0 0 551809.340803299 150967.530359807 368754.758206493 1241299.37464581 626876.701673875 320936.020234503 0 0 39942.5067839892 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDI1_HUMAN_Rep_1" 239088.570553416 0 176935.926271912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDI1_HUMAN_Rep_2" 114502.912858471 0 145476.638911817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDI1_HUMAN_Rep_3" 164511.951866568 0 162317.078629642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDUA_HUMAN_Rep_1" 0 0 0 0 0 230750.498579123 106131.723053137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDUA_HUMAN_Rep_2" 0 0 0 0 0 202229.247104531 109719.255711283 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IDUA_HUMAN_Rep_3" 0 0 0 0 0 295643.941238736 112827.860974594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IF172_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 40854.6702997253 0 0 0 0 0 0 0 0 0 0 0
"IF172_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 46798.5769458795 0 0 0 0 0 0 0 0 0 0 0
"IF172_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 48541.7992072802 0 0 0 0 0 0 0 0 0 0 0
"IF2B_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 67131.2287192149 0 91929.6110137996 0 0 0 761841.287534563 267018.413655145 367508.611343694 0 659746.141148708 1922374.58957558 1410392.91204733 1046622.23031448 56184.2679274861
"IF2B_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 72346.5306433734 0 128716.465664356 0 0 0 925674.947371597 277543.954284357 484974.193471789 0 908055.030623071 1752890.32803682 1324835.96770066 913889.468807832 60029.7589162278
"IF2B_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 107473.922221777 0 126118.274627746 0 0 0 767177.60385123 287783.54433321 392443.766349644 0 579830.838320714 1244039.01642166 1098843.96188912 1127613.66945802 51775.7297445605
"IF2B1_HUMAN_Rep_1" 0 185264.08981608 324030.234620241 686087.954236049 328957.203472964 257683.177439471 103151.002320581 28842.4966748756 0 0 0 0 0 57736.1492467458 68673.2529267514 700055.310291408 1422822.12661665 1921498.25204619 2913823.44679422 2131400.7423006 2080858.60290912 1679964.37128257 1876140.23459478 3079870.80761118 3021468.04033476
"IF2B1_HUMAN_Rep_2" 0 184475.531563949 299471.545736159 614620.582168081 261262.380061081 95571.1997862852 100423.079029587 28004.3326080765 0 0 0 0 0 78929.8332969841 80469.792794187 879148.676154342 1665509.99530549 2049739.81578717 3698273.8100833 2291309.00147831 2015489.68482822 1701174.32303173 1803613.99863396 2907646.51197791 2823774.02329203
"IF2B1_HUMAN_Rep_3" 0 207203.376536834 260261.23878197 664114.897505808 418249.76739123 347837.494496372 192948.786650301 21785.8502461527 0 0 0 0 0 69736.7598367622 69112.9012535393 810982.094320425 1684379.72040566 1821398.93760327 2965712.96055981 2069193.28315803 2493315.15670934 2487075.6647695 2347357.63161223 4067186.35637622 3773714.26380691
"IF2B2_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 178087.439155201 153669.970197211 267596.205890073 148315.65351033 0 101274.505355051 0 399991.424757161
"IF2B2_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 192169.920212817 174620.419631917 258541.139808872 131456.843513685 0 126931.913599235 0 391737.262292584
"IF2B2_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 255579.636809464 262575.820800468 360752.747165057 290796.852001543 0 256539.697920191 0 603098.955473534
"IF2M_HUMAN_Rep_1" 0 0 128244.353026599 43368.8756340105 107221.648984291 36432.7155838888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IF2M_HUMAN_Rep_2" 0 0 141464.90773228 30108.3616249598 101701.593379295 50602.3578399027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IF2M_HUMAN_Rep_3" 0 0 137999.965364669 24382.4218892693 127352.901871495 50468.3770316392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IF2P_HUMAN_Rep_1" 0 0 0 0 131825.268008173 16247.0062740817 0 0 0 0 0 0 0 149389.904321613 182996.922005941 226629.002248023 380435.917027953 228280.962038797 580120.331329664 570719.941526252 2254024.36956464 1614873.53244545 275170.768511157 0 0
"IF2P_HUMAN_Rep_2" 0 0 0 0 175928.497758618 12556.6362412554 0 0 0 0 0 0 0 209990.958645887 322336.920329243 393391.21141843 521272.907582266 320397.877147988 938340.267127413 1105639.81934126 1486228.65165385 1015878.89848126 175853.38941464 0 0
"IF2P_HUMAN_Rep_3" 0 0 0 0 225561.067770669 22744.7021142563 0 0 0 0 0 0 0 314279.711940774 485797.771720581 581005.433984918 655691.498080961 292813.909531478 796801.639258066 570936.993229289 995411.225821848 793254.046262007 171142.300367184 0 0
"IF4A1_HUMAN_Rep_1" 31375.2404871458 1614941.04748528 5405840.17187577 4469934.19638811 4169325.28591665 2480980.41730633 2243878.22978792 1329781.24574148 835957.629750736 576100.75440137 957208.901270701 602866.000375512 673074.600926847 301839.628481816 96152.707498455 30958.1635916052 31252.1972180878 44726.1187281894 241391.02285975 0 16650.6586008768 30269.9836141091 74326.2833084301 250886.275988006 447526.057421572
"IF4A1_HUMAN_Rep_2" 0 1659526.35854014 5153209.52938721 4774836.95452879 3156617.31997738 1358405.42181807 1841712.48136572 1005040.05671924 685098.552769728 440903.804366474 828360.276226269 358360.102792062 541388.599484815 247690.33541966 69116.9867586633 11155.8138706605 16309.8542778064 17466.5245735733 144369.880941015 0 13321.0056216488 29283.1002488833 66467.1989074709 154370.331100106 382712.727164648
